ContigID,GOSlim_bin
isotig06024,RNA metabolism
GCKDGN103GSGOD,cell cycle and proliferation
isotig24275,cell organization and biogenesis
isotig06899,other biological processes
GCKDGN102DU1AU,DNA metabolism
isotig23009,other metabolic processes
isotig04693,signal transduction
GCKDGN103F77QE,other biological processes
isotig30898,cell organization and biogenesis
isotig31415,other biological processes
isotig10976,other metabolic processes
isotig18496,other metabolic processes
GCKDGN102E2ZLH,protein metabolism
isotig00385,other metabolic processes
GCKDGN103G8WND,other biological processes
GCKDGN103F47SC,protein metabolism
GCKDGN101ALK01,cell organization and biogenesis
isotig01619,other biological processes
isotig17187,other metabolic processes
isotig32943,death
GCKDGN103GNKOD,other biological processes
isotig30557,other metabolic processes
isotig11470,cell cycle and proliferation
isotig18463,signal transduction
isotig02923,other biological processes
isotig33136,other metabolic processes
isotig13065,transport
isotig03380,protein metabolism
GCKDGN103F5UG7,DNA metabolism
isotig30817,RNA metabolism
isotig10802,other biological processes
isotig03425,developmental processes
GCKDGN103GOXP6,DNA metabolism
GCKDGN102DX1W5,other metabolic processes
isotig26552,other metabolic processes
isotig22275,other biological processes
isotig30704,protein metabolism
isotig14827,other metabolic processes
GCKDGN102DZE2I,transport
isotig01675,other metabolic processes
GCKDGN101BUO8L,other biological processes
isotig20391,protein metabolism
isotig01972,transport
isotig22496,death
GCKDGN103GLMIY,other biological processes
isotig14877,RNA metabolism
isotig23394,death
GCKDGN101BQAH3,protein metabolism
isotig04671,other biological processes
isotig10162,RNA metabolism
isotig20788,RNA metabolism
isotig15658,other biological processes
isotig03721,transport
GE909637,cell organization and biogenesis
isotig04306,cell organization and biogenesis
isotig07711,cell organization and biogenesis
isotig05258,protein metabolism
isotig11724,death
isotig00678,other biological processes
isotig16181,other metabolic processes
isotig01283,RNA metabolism
isotig05991,transport
isotig07147,other biological processes
isotig14384,protein metabolism
isotig13410,other metabolic processes
isotig20623,RNA metabolism
GCKDGN102C6TE6,protein metabolism
GCKDGN102DNUES,protein metabolism
isotig15882,cell adhesion
isotig02032,cell organization and biogenesis
isotig16098,developmental processes
isotig01461,other biological processes
GCKDGN101B6KKX,cell-cell signaling
isotig03705,other metabolic processes
GCKDGN103FO46T,protein metabolism
isotig14182,other metabolic processes
GCKDGN103G6RCQ,other biological processes
isotig12733,stress response
GCKDGN102DUH5Q,RNA metabolism
isotig11011,other biological processes
GCKDGN103GUX40,developmental processes
isotig25485,transport
isotig29460,other biological processes
isotig24133,other metabolic processes
isotig09823,transport
isotig14582,other metabolic processes
isotig29653,developmental processes
isotig11895,protein metabolism
isotig05506,protein metabolism
GE909145,cell cycle and proliferation
isotig19860,protein metabolism
isotig12251,cell cycle and proliferation
GE915037,death
GCKDGN102DR4CO,other biological processes
GCKDGN102DVJFD,DNA metabolism
isotig25416,other biological processes
isotig03175,other biological processes
isotig11262,developmental processes
isotig16196,other metabolic processes
isotig10840,other biological processes
GCKDGN101BN3LY,other biological processes
isotig09760,transport
isotig15278,protein metabolism
isotig31754,RNA metabolism
isotig01445,stress response
isotig06725,other metabolic processes
isotig26302,other metabolic processes
isotig06593,protein metabolism
isotig05853,stress response
GCKDGN101AKY06,stress response
isotig33082,protein metabolism
GCKDGN101BT8M6,developmental processes
isotig23934,cell organization and biogenesis
isotig25986,other metabolic processes
isotig16411,cell organization and biogenesis
isotig11375,protein metabolism
isotig10633,transport
isotig02247,RNA metabolism
isotig29122,signal transduction
isotig05779,protein metabolism
isotig24515,cell adhesion
GCKDGN101ALYV8,RNA metabolism
isotig20908,protein metabolism
isotig14518,cell adhesion
isotig20588,cell-cell signaling
isotig12024,death
isotig18595,RNA metabolism
isotig10265,developmental processes
isotig03977,other metabolic processes
GCKDGN101B5WJM,other metabolic processes
isotig17590,transport
GCKDGN103FL7ON,other biological processes
isotig25928,signal transduction
isotig18857,stress response
isotig01430,cell organization and biogenesis
isotig13477,other biological processes
isotig24059,other metabolic processes
isotig02728,RNA metabolism
isotig15948,protein metabolism
GCKDGN101BBZGV,other metabolic processes
isotig03397,cell organization and biogenesis
isotig17523,other metabolic processes
isotig00802,cell adhesion
isotig10084,other biological processes
isotig07777,other metabolic processes
isotig19463,developmental processes
isotig24296,transport
GCKDGN103FZ522,other biological processes
GCKDGN102EUACO,cell-cell signaling
GCKDGN101B8VVK,protein metabolism
isotig07522,other metabolic processes
isotig13290,other biological processes
isotig30354,other biological processes
GCKDGN103GSLYL,other biological processes
isotig28811,developmental processes
isotig02336,protein metabolism
GCKDGN101AKFMH,DNA metabolism
isotig07671,protein metabolism
isotig11293,transport
isotig01431,developmental processes
isotig32495,transport
GCKDGN102EDOFZ,RNA metabolism
isotig20420,transport
isotig01620,protein metabolism
isotig20163,cell cycle and proliferation
isotig20213,developmental processes
isotig05105,stress response
isotig26636,other biological processes
isotig09251,developmental processes
isotig32535,DNA metabolism
GCKDGN103G73LK,cell adhesion
GCKDGN101BBNDW,stress response
isotig15341,other metabolic processes
isotig31104,other metabolic processes
GCKDGN101BLQYE,signal transduction
isotig01360,developmental processes
isotig23895,DNA metabolism
isotig04385,developmental processes
isotig06030,transport
isotig02636,cell-cell signaling
isotig17221,cell organization and biogenesis
GCKDGN102D698Z,developmental processes
GCKDGN101BH0TC,cell cycle and proliferation
isotig03548,other biological processes
isotig05637,signal transduction
isotig10858,signal transduction
isotig28759,signal transduction
isotig03213,cell organization and biogenesis
isotig27977,other biological processes
isotig17470,protein metabolism
isotig28809,other metabolic processes
isotig16917,transport
isotig20207,cell organization and biogenesis
isotig31213,cell-cell signaling
isotig16161,transport
GCKDGN102DA7SH,cell cycle and proliferation
GCKDGN103G7U4U,other biological processes
GCKDGN101BJ3MX,transport
GCKDGN101B7H7Q,other metabolic processes
isotig22443,transport
isotig05878,developmental processes
GCKDGN103GVPG7,developmental processes
isotig03517,other metabolic processes
isotig07816,stress response
isotig03888,transport
isotig11412,other biological processes
isotig07272,protein metabolism
isotig19632,RNA metabolism
isotig27580,protein metabolism
GCKDGN103GLUTD,other biological processes
isotig15207,signal transduction
isotig04473,other metabolic processes
isotig01938,stress response
isotig17305,other metabolic processes
isotig03530,cell cycle and proliferation
isotig06359,cell cycle and proliferation
isotig32470,other metabolic processes
GCKDGN103FMVDE,other metabolic processes
GCKDGN103HGP21,transport
isotig10927,stress response
GCKDGN103F4XPW,other metabolic processes
isotig00894,other biological processes
isotig16436,RNA metabolism
GE908999,protein metabolism
GCKDGN101CC8HU,protein metabolism
isotig10722,other metabolic processes
isotig14259,developmental processes
isotig13802,protein metabolism
isotig11872,other biological processes
isotig23474,other biological processes
isotig16522,developmental processes
isotig22510,signal transduction
isotig18378,other metabolic processes
isotig03988,RNA metabolism
isotig06781,RNA metabolism
isotig17451,cell organization and biogenesis
isotig03453,cell cycle and proliferation
isotig02593,RNA metabolism
isotig05535,signal transduction
isotig03945,cell organization and biogenesis
GCKDGN101A8MAV,cell organization and biogenesis
GCKDGN101BMUG0,other biological processes
GCKDGN103G5TFI,developmental processes
isotig28842,other metabolic processes
GCKDGN103G91XT,other metabolic processes
isotig08116,protein metabolism
isotig14894,developmental processes
isotig21674,developmental processes
isotig20579,cell organization and biogenesis
isotig19141,other metabolic processes
isotig24943,cell cycle and proliferation
isotig04353,cell cycle and proliferation
isotig05762,other biological processes
isotig01255,RNA metabolism
isotig22019,RNA metabolism
isotig25412,other metabolic processes
isotig03155,cell organization and biogenesis
isotig25811,signal transduction
isotig19847,other metabolic processes
isotig00508,stress response
isotig02531,other metabolic processes
isotig03362,other biological processes
GCKDGN103F03GR,RNA metabolism
GCKDGN101BPOE0,cell organization and biogenesis
isotig20004,transport
isotig04320,protein metabolism
isotig29486,transport
isotig01498,protein metabolism
isotig19455,signal transduction
GCKDGN102D6L5T,other biological processes
GCKDGN101AMAI9,other biological processes
GCKDGN103GTJBN,other metabolic processes
isotig27893,other biological processes
GCKDGN101CBFLN,other biological processes
isotig20986,RNA metabolism
isotig03553,other biological processes
GE910322,developmental processes
isotig02705,DNA metabolism
isotig19672,other biological processes
isotig02488,signal transduction
isotig32330,RNA metabolism
isotig18209,transport
GCKDGN101ARV0M,protein metabolism
isotig26982,other metabolic processes
isotig13597,death
isotig32809,other metabolic processes
isotig12046,transport
isotig24868,cell organization and biogenesis
isotig03551,developmental processes
isotig10756,protein metabolism
GCKDGN101AN9G3,cell organization and biogenesis
isotig26346,other metabolic processes
isotig25318,DNA metabolism
isotig08886,other metabolic processes
GCKDGN101B3O3I,transport
isotig19051,protein metabolism
isotig14888,other biological processes
isotig07789,other metabolic processes
isotig29225,protein metabolism
isotig12672,protein metabolism
GCKDGN103GI3A3,other metabolic processes
isotig25639,other biological processes
isotig14232,protein metabolism
isotig16338,other biological processes
isotig12168,transport
GCKDGN101CAWIH,cell-cell signaling
isotig13859,signal transduction
isotig07039,RNA metabolism
GCKDGN103GHFNI,other metabolic processes
isotig11400,DNA metabolism
GCKDGN101B7XTX,other metabolic processes
isotig18122,cell cycle and proliferation
isotig17134,protein metabolism
GCKDGN102D5NDG,transport
isotig20383,cell adhesion
isotig30678,other biological processes
isotig21197,other biological processes
GCKDGN103GYMGQ,death
GCKDGN101BIR5Y,other biological processes
isotig21217,other metabolic processes
isotig23185,protein metabolism
isotig25803,stress response
GCKDGN101B3UKY,other biological processes
isotig06411,RNA metabolism
isotig00115,cell organization and biogenesis
isotig24342,cell adhesion
isotig07824,other biological processes
isotig06724,cell adhesion
GE906914,RNA metabolism
isotig10809,other biological processes
GE915147,other metabolic processes
isotig00802,developmental processes
GCKDGN101CES4I,other biological processes
isotig07240,protein metabolism
isotig07824,signal transduction
isotig21232,cell organization and biogenesis
isotig09798,RNA metabolism
isotig05708,signal transduction
GCKDGN103F09ZJ,other biological processes
GCKDGN103GKCOD,other metabolic processes
isotig11394,other metabolic processes
isotig08588,protein metabolism
GE912191,transport
isotig01062,other metabolic processes
isotig31432,protein metabolism
isotig29376,other metabolic processes
isotig28494,RNA metabolism
isotig22229,cell cycle and proliferation
GCKDGN103F73HB,RNA metabolism
isotig10217,signal transduction
isotig21120,RNA metabolism
GCKDGN102DBB9M,other biological processes
isotig09881,other metabolic processes
isotig02424,other biological processes
isotig01540,RNA metabolism
isotig17038,signal transduction
isotig26451,transport
isotig01746,RNA metabolism
isotig20900,signal transduction
isotig21246,cell organization and biogenesis
isotig04678,other biological processes
isotig25015,protein metabolism
isotig10450,DNA metabolism
isotig24323,other biological processes
isotig03323,protein metabolism
GCKDGN102ELVK0,RNA metabolism
isotig10633,other biological processes
GCKDGN103FZBKV,death
GCKDGN101A0Q54,signal transduction
GCKDGN103G0123,protein metabolism
isotig32874,RNA metabolism
GCKDGN101BP9E7,RNA metabolism
GCKDGN102ENKAJ,signal transduction
isotig15664,other metabolic processes
GCKDGN103HGP21,other biological processes
isotig24188,developmental processes
isotig28591,stress response
GCKDGN103F5C0M,other biological processes
GCKDGN103GW1NB,signal transduction
isotig25995,cell organization and biogenesis
isotig25982,cell cycle and proliferation
isotig03385,signal transduction
GCKDGN102EJ8F4,other metabolic processes
isotig04356,other metabolic processes
GCKDGN102E0UGV,other metabolic processes
isotig19219,other biological processes
isotig20454,other metabolic processes
GCKDGN102D1SHF,RNA metabolism
GCKDGN101ALD3K,stress response
GCKDGN102C88J9,other biological processes
isotig20800,protein metabolism
GCKDGN103HEK5S,other metabolic processes
GCKDGN102EVXC2,other biological processes
isotig30725,other metabolic processes
GCKDGN102DCAU1,cell organization and biogenesis
GCKDGN101CIK6S,protein metabolism
isotig02113,stress response
isotig10523,cell cycle and proliferation
isotig19759,other metabolic processes
isotig08743,other metabolic processes
isotig17247,signal transduction
isotig09195,RNA metabolism
GCKDGN102EWVES,other biological processes
GE907099,stress response
isotig18954,other biological processes
isotig00406,death
GCKDGN102D1N9T,signal transduction
GCKDGN103FURVC,developmental processes
GCKDGN101AYHJZ,other biological processes
isotig17427,protein metabolism
GCKDGN101BT1UU,other metabolic processes
isotig22852,other biological processes
GCKDGN101B4QXI,cell organization and biogenesis
GCKDGN102C7G0K,developmental processes
isotig25571,cell-cell signaling
isotig12629,DNA metabolism
GCKDGN103FXWAE,other biological processes
isotig02632,stress response
GCKDGN103FWOOG,other metabolic processes
isotig06429,transport
GE910037,other biological processes
isotig22836,cell cycle and proliferation
isotig25022,developmental processes
isotig20996,RNA metabolism
GCKDGN103G3VAZ,cell adhesion
isotig19206,transport
GCKDGN101CAO9H,cell organization and biogenesis
isotig30422,other metabolic processes
isotig14815,other biological processes
isotig22629,protein metabolism
isotig11064,signal transduction
isotig02346,other metabolic processes
isotig06249,other biological processes
isotig29394,other biological processes
isotig30360,other metabolic processes
GCKDGN103HIQDM,other biological processes
GCKDGN103G1O8Q,protein metabolism
GCKDGN102DE1DX,transport
isotig28825,other metabolic processes
isotig14814,cell organization and biogenesis
GCKDGN101A80KN,death
GCKDGN102DEKT2,transport
isotig07464,other biological processes
isotig04971,RNA metabolism
isotig29929,RNA metabolism
isotig23011,developmental processes
isotig01741,death
GCKDGN102D5Y04,cell organization and biogenesis
isotig28923,other biological processes
GCKDGN102DHBBH,other biological processes
GCKDGN102D2J0E,other metabolic processes
isotig07674,cell organization and biogenesis
isotig11933,stress response
GCKDGN101CG5MJ,stress response
isotig24135,protein metabolism
GCKDGN102DPQPN,cell organization and biogenesis
GCKDGN101AZPY8,other biological processes
isotig04674,other metabolic processes
isotig02681,cell organization and biogenesis
isotig25372,stress response
isotig00077,protein metabolism
isotig03583,transport
isotig05290,other biological processes
isotig19408,other biological processes
isotig05036,protein metabolism
isotig28373,other biological processes
isotig04276,other metabolic processes
isotig29805,other metabolic processes
GCKDGN101B25J9,transport
isotig12625,signal transduction
isotig04990,other metabolic processes
GCKDGN101B3PQ0,protein metabolism
isotig19058,protein metabolism
isotig03291,signal transduction
isotig01305,signal transduction
GCKDGN102DAXYY,protein metabolism
isotig32176,other metabolic processes
isotig02401,stress response
isotig00779,signal transduction
isotig10217,other biological processes
isotig17205,cell organization and biogenesis
isotig11550,other biological processes
isotig28769,other metabolic processes
GCKDGN102DKCVO,other metabolic processes
isotig17076,cell cycle and proliferation
isotig22319,protein metabolism
isotig22036,developmental processes
isotig02183,cell cycle and proliferation
isotig27271,transport
isotig25722,developmental processes
isotig04170,stress response
isotig25539,stress response
isotig25789,RNA metabolism
GCKDGN103GH94X,other metabolic processes
isotig28540,RNA metabolism
isotig16633,transport
isotig12443,other biological processes
GCKDGN102DEI7O,death
isotig08425,transport
GE913832,transport
isotig00779,developmental processes
GCKDGN102DHB3R,signal transduction
isotig26163,other metabolic processes
isotig28006,other biological processes
isotig14963,cell organization and biogenesis
isotig08562,transport
isotig23311,other metabolic processes
GCKDGN102DMXEG,protein metabolism
isotig21985,other metabolic processes
GCKDGN101CBPG9,other biological processes
isotig15261,developmental processes
isotig00905,cell organization and biogenesis
isotig10685,RNA metabolism
isotig07703,protein metabolism
isotig06888,stress response
isotig09291,other biological processes
isotig15964,signal transduction
isotig19535,other biological processes
isotig04957,other metabolic processes
isotig15283,other biological processes
isotig19970,other biological processes
isotig10002,cell organization and biogenesis
isotig26583,developmental processes
isotig03070,developmental processes
isotig07890,other metabolic processes
isotig12402,protein metabolism
isotig03052,developmental processes
isotig06917,cell organization and biogenesis
isotig06938,other metabolic processes
isotig18719,other metabolic processes
GCKDGN102D8TIS,cell organization and biogenesis
isotig21396,DNA metabolism
isotig00452,cell organization and biogenesis
isotig04107,signal transduction
GCKDGN102D9IMM,other metabolic processes
isotig05984,death
isotig29771,death
isotig13155,protein metabolism
GCKDGN102ED2D3,RNA metabolism
isotig04641,RNA metabolism
isotig22909,transport
isotig18373,other metabolic processes
isotig01113,cell adhesion
isotig18153,developmental processes
GCKDGN103F5M8C,other biological processes
isotig03470,transport
isotig32996,cell cycle and proliferation
isotig18256,other biological processes
GCKDGN103GA64Z,death
isotig22268,other metabolic processes
isotig24188,death
isotig32408,death
isotig20792,other metabolic processes
isotig28857,DNA metabolism
isotig32917,other metabolic processes
isotig31307,other biological processes
isotig06321,other biological processes
GE910887,RNA metabolism
GE916149,cell organization and biogenesis
isotig02227,transport
GCKDGN101BMM3D,cell cycle and proliferation
isotig13835,cell cycle and proliferation
isotig24204,cell organization and biogenesis
GCKDGN102DT8D5,transport
isotig15776,RNA metabolism
isotig06169,signal transduction
isotig22754,other biological processes
isotig26630,signal transduction
GCKDGN102EH37L,cell organization and biogenesis
isotig08163,cell organization and biogenesis
isotig21064,RNA metabolism
isotig15385,other biological processes
isotig07485,other biological processes
GCKDGN102C226I,other metabolic processes
GCKDGN103HAQ49,other metabolic processes
GCKDGN103GSZ4A,other biological processes
isotig02468,developmental processes
isotig15920,RNA metabolism
isotig04208,other metabolic processes
isotig00750,other biological processes
isotig25478,cell cycle and proliferation
isotig20604,stress response
isotig18438,death
GCKDGN102D6PET,protein metabolism
isotig05478,DNA metabolism
isotig18621,protein metabolism
isotig18464,other biological processes
isotig32138,other biological processes
isotig16776,protein metabolism
isotig12255,stress response
isotig17986,cell adhesion
isotig01126,other metabolic processes
isotig19124,protein metabolism
isotig22815,developmental processes
isotig16367,cell organization and biogenesis
isotig26159,other biological processes
isotig20610,cell organization and biogenesis
GCKDGN102D491B,cell organization and biogenesis
GCKDGN103G1MVW,signal transduction
GCKDGN101BNE9Q,RNA metabolism
isotig06420,cell-cell signaling
isotig29462,other biological processes
isotig04034,signal transduction
isotig04955,death
isotig06537,cell adhesion
isotig00645,cell-cell signaling
isotig30728,stress response
isotig17069,other biological processes
isotig13420,signal transduction
isotig17806,transport
isotig28949,other biological processes
GCKDGN102EXCAM,cell cycle and proliferation
isotig29656,cell cycle and proliferation
isotig05769,other biological processes
isotig01094,developmental processes
isotig00090,signal transduction
isotig25015,other metabolic processes
isotig12464,RNA metabolism
GCKDGN101BEP1U,signal transduction
isotig11986,other biological processes
GCKDGN103HH9AT,other biological processes
GCKDGN102C3M75,other biological processes
isotig12674,protein metabolism
isotig17176,cell organization and biogenesis
isotig01007,cell organization and biogenesis
isotig25344,signal transduction
GCKDGN103GENNH,cell cycle and proliferation
isotig25592,other metabolic processes
isotig07171,transport
isotig23358,signal transduction
GCKDGN102DYM1P,other metabolic processes
isotig16839,developmental processes
GCKDGN102DM9KU,transport
isotig20575,DNA metabolism
isotig22747,cell organization and biogenesis
isotig20564,other metabolic processes
isotig05482,RNA metabolism
isotig16726,RNA metabolism
isotig03471,protein metabolism
isotig00029,RNA metabolism
isotig05681,RNA metabolism
GCKDGN101CA881,transport
GCKDGN102DXQ36,other metabolic processes
isotig11482,other biological processes
GCKDGN103HGP21,cell-cell signaling
isotig01698,cell organization and biogenesis
GCKDGN101BNTH5,other biological processes
isotig02932,cell cycle and proliferation
isotig03273,other metabolic processes
isotig26934,other metabolic processes
isotig29082,other metabolic processes
GCKDGN103FMF1F,protein metabolism
GCKDGN102EH37L,cell cycle and proliferation
isotig11305,DNA metabolism
isotig21983,other metabolic processes
GCKDGN102DATJM,developmental processes
isotig23087,other metabolic processes
GCKDGN101BA3WI,protein metabolism
GCKDGN102EEEPY,transport
isotig04249,protein metabolism
GCKDGN102ENNM5,stress response
isotig09845,transport
isotig14422,other metabolic processes
GCKDGN103HC2WU,other biological processes
GCKDGN103F6RBE,RNA metabolism
isotig10018,protein metabolism
isotig02148,transport
isotig25701,other biological processes
GE914036,other biological processes
isotig26916,RNA metabolism
isotig30041,other metabolic processes
isotig28402,other biological processes
GCKDGN103HFZ3H,RNA metabolism
isotig31579,other metabolic processes
isotig15745,developmental processes
isotig30479,signal transduction
GCKDGN101BIK79,other biological processes
isotig24760,other biological processes
GCKDGN102EIBH9,RNA metabolism
isotig03101,cell organization and biogenesis
isotig09416,transport
GCKDGN103FS51A,other metabolic processes
isotig16692,other biological processes
GCKDGN102EP4AM,protein metabolism
GCKDGN103FMEIN,other biological processes
GCKDGN101B6KS5,other biological processes
GCKDGN103HG97I,other biological processes
isotig11115,death
isotig08929,RNA metabolism
isotig06526,protein metabolism
isotig19470,stress response
isotig30592,other metabolic processes
isotig18429,other biological processes
GCKDGN103GZDQW,DNA metabolism
isotig04265,other biological processes
isotig22056,other biological processes
isotig10121,death
GCKDGN103F4YFF,other metabolic processes
GCKDGN103F347K,protein metabolism
isotig03839,transport
isotig28665,transport
isotig05626,death
isotig11617,RNA metabolism
isotig23394,protein metabolism
isotig01171,other metabolic processes
isotig09682,other biological processes
isotig10490,other metabolic processes
isotig06817,RNA metabolism
isotig15749,other metabolic processes
GCKDGN101BNV56,other metabolic processes
isotig01412,protein metabolism
GCKDGN103HAO7Y,cell adhesion
isotig12772,developmental processes
isotig03346,transport
isotig02462,RNA metabolism
isotig08760,transport
GCKDGN103G7HU8,cell adhesion
GCKDGN103G1IMP,other metabolic processes
isotig18842,other metabolic processes
isotig21317,transport
isotig02290,signal transduction
isotig10389,RNA metabolism
isotig01995,other biological processes
isotig19800,RNA metabolism
isotig07572,other biological processes
isotig03419,other biological processes
isotig09780,RNA metabolism
isotig08558,other metabolic processes
GCKDGN102EGINK,protein metabolism
isotig05662,cell cycle and proliferation
isotig11432,cell adhesion
isotig16291,other metabolic processes
isotig23576,RNA metabolism
isotig06373,other metabolic processes
isotig08757,transport
GCKDGN101BN68P,cell organization and biogenesis
isotig01082,transport
isotig11835,transport
isotig14473,death
isotig04849,RNA metabolism
isotig31804,other biological processes
GCKDGN101A1TOY,other biological processes
GCKDGN103FZWG6,cell cycle and proliferation
isotig22699,signal transduction
isotig06389,protein metabolism
isotig21774,developmental processes
isotig14267,transport
isotig21664,cell cycle and proliferation
GCKDGN101CEJXK,other metabolic processes
isotig05596,other biological processes
GCKDGN102EIPUR,other metabolic processes
isotig04485,cell adhesion
isotig27465,other metabolic processes
isotig09932,cell cycle and proliferation
isotig02032,death
isotig04049,other metabolic processes
isotig28371,cell cycle and proliferation
isotig25265,signal transduction
isotig06656,cell cycle and proliferation
isotig19169,other biological processes
isotig12897,cell adhesion
isotig01496,other biological processes
GCKDGN103F4GQD,protein metabolism
isotig15206,signal transduction
isotig12101,protein metabolism
GCKDGN102EVXUV,other metabolic processes
GCKDGN103GZQ3J,cell adhesion
isotig19562,cell organization and biogenesis
isotig04125,stress response
isotig10944,stress response
GE907507,RNA metabolism
isotig30360,signal transduction
isotig01204,other biological processes
isotig14145,cell organization and biogenesis
isotig16104,protein metabolism
isotig32518,protein metabolism
isotig18287,developmental processes
GCKDGN102EGWEN,cell organization and biogenesis
GCKDGN102DSWAY,other biological processes
isotig15639,transport
isotig17090,developmental processes
isotig15517,transport
isotig11550,RNA metabolism
GE913639,other metabolic processes
isotig24740,other biological processes
GCKDGN101BS59E,transport
GCKDGN101CJE44,other biological processes
isotig12452,transport
isotig08572,transport
GE917285,other biological processes
isotig10276,RNA metabolism
isotig13191,RNA metabolism
isotig11676,cell organization and biogenesis
isotig07427,other biological processes
isotig24099,other biological processes
GCKDGN101BQXEV,other biological processes
isotig03544,protein metabolism
isotig03044,protein metabolism
GCKDGN103F27DU,signal transduction
isotig02116,cell organization and biogenesis
isotig01690,RNA metabolism
GCKDGN103G79KV,transport
GCKDGN101BMYFK,other biological processes
isotig11789,signal transduction
isotig18088,cell organization and biogenesis
GCKDGN101CDGJ4,other metabolic processes
GCKDGN102DA4IY,RNA metabolism
GCKDGN102ECSVV,stress response
GE909700,protein metabolism
isotig00090,RNA metabolism
isotig23096,transport
isotig04891,transport
isotig30508,cell organization and biogenesis
isotig18484,other biological processes
isotig04449,other biological processes
GCKDGN103HBOGD,cell organization and biogenesis
isotig14107,cell organization and biogenesis
GCKDGN103GPR3E,stress response
isotig30417,cell organization and biogenesis
isotig29298,other metabolic processes
isotig21915,stress response
isotig26143,cell organization and biogenesis
isotig29297,other biological processes
isotig03237,developmental processes
GCKDGN101B4KX1,RNA metabolism
isotig19170,cell organization and biogenesis
GCKDGN101BLYR7,other biological processes
isotig07412,protein metabolism
isotig22464,cell cycle and proliferation
GCKDGN103GE8S8,signal transduction
isotig31796,protein metabolism
isotig23965,cell cycle and proliferation
isotig00108,signal transduction
isotig10987,protein metabolism
isotig10694,transport
isotig24303,signal transduction
isotig04966,signal transduction
isotig06014,other biological processes
GCKDGN101AV5XL,transport
isotig09588,protein metabolism
isotig07119,protein metabolism
GCKDGN103G5TFI,other biological processes
GCKDGN101BYUA7,RNA metabolism
isotig29520,protein metabolism
isotig06135,DNA metabolism
isotig06292,other metabolic processes
isotig23155,other biological processes
isotig25826,developmental processes
GCKDGN101CBSG7,cell adhesion
isotig02913,other metabolic processes
isotig04819,RNA metabolism
isotig28825,other biological processes
isotig20187,RNA metabolism
GCKDGN103F2Z1Z,cell organization and biogenesis
GCKDGN101BXRUJ,signal transduction
GCKDGN103HGRQC,RNA metabolism
isotig01827,death
isotig05674,transport
GCKDGN103F292C,protein metabolism
isotig01553,cell cycle and proliferation
GCKDGN103GZMA7,protein metabolism
isotig10751,other metabolic processes
isotig03300,cell organization and biogenesis
isotig23860,cell organization and biogenesis
isotig00588,developmental processes
isotig07203,protein metabolism
GCKDGN102C5HMD,other metabolic processes
isotig10802,protein metabolism
isotig10934,RNA metabolism
isotig31472,other metabolic processes
isotig14652,developmental processes
GCKDGN102DN98N,other biological processes
isotig11503,cell organization and biogenesis
isotig02580,transport
isotig03472,signal transduction
isotig09149,protein metabolism
isotig04209,stress response
GCKDGN102DS01M,protein metabolism
isotig18320,signal transduction
GCKDGN102D0G9A,signal transduction
isotig28401,transport
isotig14993,developmental processes
isotig30802,RNA metabolism
GCKDGN101BW595,signal transduction
isotig21573,cell organization and biogenesis
isotig15191,signal transduction
isotig08058,cell organization and biogenesis
isotig31182,signal transduction
GCKDGN101BQA9S,RNA metabolism
isotig21089,protein metabolism
GCKDGN103HFHP2,other biological processes
isotig06535,other biological processes
isotig05910,other metabolic processes
isotig17572,other metabolic processes
isotig17588,other metabolic processes
isotig29065,RNA metabolism
isotig23565,protein metabolism
GCKDGN102D22NZ,signal transduction
isotig30108,developmental processes
isotig15937,other biological processes
isotig20540,transport
isotig20181,cell organization and biogenesis
GCKDGN101CHYHN,transport
GCKDGN103FZK6I,developmental processes
isotig04154,signal transduction
isotig05610,RNA metabolism
isotig24574,other metabolic processes
GCKDGN101BORTW,DNA metabolism
isotig04047,other biological processes
GCKDGN103G96PX,death
isotig25304,stress response
isotig13093,cell organization and biogenesis
isotig12017,stress response
GCKDGN101BWKY2,stress response
GCKDGN101BF3HX,death
GCKDGN102ENT02,transport
GCKDGN102DUUEA,developmental processes
isotig08852,developmental processes
isotig17229,death
isotig10144,other metabolic processes
isotig23528,other biological processes
isotig15059,RNA metabolism
isotig06190,developmental processes
isotig03594,RNA metabolism
isotig27880,RNA metabolism
isotig15849,other biological processes
isotig06911,other metabolic processes
isotig23802,RNA metabolism
isotig01157,cell cycle and proliferation
isotig07417,DNA metabolism
isotig17409,transport
isotig03301,transport
GCKDGN102DPHW7,cell organization and biogenesis
isotig03506,developmental processes
isotig17224,other metabolic processes
isotig25074,transport
GCKDGN101ANIPE,DNA metabolism
isotig02086,death
GCKDGN102D12E2,RNA metabolism
GCKDGN101A3NNK,other biological processes
GCKDGN101A6DFF,cell cycle and proliferation
isotig13318,DNA metabolism
isotig15673,other biological processes
isotig20573,signal transduction
isotig03381,other biological processes
isotig05921,protein metabolism
isotig23660,other metabolic processes
isotig09582,transport
isotig30240,other biological processes
isotig25477,RNA metabolism
isotig07705,signal transduction
isotig17927,protein metabolism
isotig12832,other metabolic processes
isotig01994,RNA metabolism
isotig16080,transport
GCKDGN101B4QXI,cell cycle and proliferation
isotig03462,other metabolic processes
isotig07178,transport
GCKDGN103HH04K,DNA metabolism
isotig08349,signal transduction
isotig29135,other metabolic processes
isotig06186,other metabolic processes
isotig05128,other metabolic processes
isotig26591,protein metabolism
GCKDGN102DG4QM,stress response
